NIT,SXT,CIP,LVX,iat_prop,broad_prop
0.9,0.015,0.4,0.4,0.1112508025216081,0.004035031009927274
0.9,0.015,0.5,0.5,0.1110397358827992,0.0056793571735433614
0.9,0.015,0.6,0.6,0.11073006056262476,0.00917963956796861
0.9,0.015,0.7,0.7,0.10969121024117397,0.015029439001316085
0.9,0.015,0.8,0.8,0.10942321939087887,0.020455443812869758
0.9,0.015,0.9,0.9,0.10938190414428173,0.023923950259213112
0.9,0.1,0.001,0.001,0.1117287936261105,0.0010679535046845283
0.9,0.1,0.015,0.015,0.11163003506102737,0.001391954483807649
0.9,0.1,0.1,0.1,0.11155998539830614,0.0016445512075387828
0.9,0.1,0.2,0.2,0.11143355123615628,0.0019820366682049965
0.9,0.1,0.3,0.3,0.11127884317703417,0.002699736499386452
0.9,0.1,0.4,0.4,0.1110961576697582,0.0036968412715299853
0.9,0.1,0.5,0.5,0.11085671239487616,0.005200057252381953
0.9,0.1,0.6,0.6,0.11053338249747033,0.008418843089207666
0.9,0.1,0.7,0.7,0.10960720560795914,0.01376155617158393
0.9,0.1,0.8,0.8,0.10942401312637323,0.01892000495883193
0.9,0.1,0.9,0.9,0.10941050326680186,0.02229021437207112
0.9,0.2,0.001,0.001,0.1116855205107476,0.001011854138150072
0.9,0.2,0.015,0.015,0.11158676194566447,0.001335855117273193
0.9,0.2,0.1,0.1,0.11151671228294327,0.0015884518410043268
0.9,0.2,0.2,0.2,0.1113902781207934,0.0018978472721791653
0.9,0.2,0.3,0.3,0.11123557006167127,0.002587231590949256
0.9,0.2,0.4,0.4,0.11105288455439533,0.00358433636309279
0.9,0.2,0.5,0.5,0.11082753172596196,0.00505936745104735
0.9,0.2,0.6,0.6,0.11051844019313607,0.008109815230958328
0.9,0.2,0.7,0.7,0.10960620015017901,0.013311638335137871
0.9,0.2,0.8,0.8,0.10945140620613396,0.018356917843660704
0.9,0.2,0.9,0.9,0.1094378963465626,0.02171318414479726
0.9,0.3,0.001,0.001,0.1115454408030718,0.0009275336506492461
0.9,0.3,0.015,0.015,0.11146069569090347,0.001223488058698714
0.9,0.3,0.1,0.1,0.11139064602818224,0.001448053194700289
0.9,0.3,0.2,0.2,0.11127829637307464,0.0017433641188328744
0.9,0.3,0.3,0.3,0.11113766885464528,0.0024186678969102017
0.9,0.3,0.4,0.4,0.110969032237507,0.003331170606309284
0.9,0.3,0.5,0.5,0.11072966595615888,0.004778063947563736
0.9,0.3,0.6,0.6,0.11043438080947288,0.00754782501183435
0.9,0.3,0.7,0.7,0.1095507112185092,0.012328149190569269
0.9,0.3,0.8,0.8,0.10942336684975512,0.017204860389263242
0.9,0.3,0.9,0.9,0.10945176636789702,0.020449029897321683
0.9,0.4,0.001,0.001,0.1113627647677966,0.0007446776971009269
0.9,0.4,0.015,0.015,0.11132021006203403,0.0009842934248340566
0.9,0.4,0.1,0.1,0.11125016039931282,0.0012088585608356313
0.9,0.4,0.2,0.2,0.11119408997537464,0.0014338097131060099
0.9,0.4,0.3,0.3,0.11108156438548702,0.0020106667095717845
0.9,0.4,0.4,0.4,0.11092702021479746,0.002866965559650313
0.9,0.4,0.5,0.5,0.11068757891073716,0.004201419337164133
0.9,0.4,0.6,0.6,0.1103785800056426,0.0064651777005334575
0.9,0.4,0.7,0.7,0.10950851907295542,0.010781457194780152
0.9,0.4,0.8,0.8,0.10940970234555407,0.015250548156226363
0.9,0.4,0.9,0.9,0.10946651437129502,0.0183823848954085
0.9,0.5,0.001,0.001,0.11131928337188583,0.0005763775273981668
0.9,0.5,0.015,0.015,0.11131914855089003,0.0007594809239157968
0.9,0.5,0.1,0.1,0.1112910270104781,0.0009280848194492457
0.9,0.5,0.2,0.2,0.11126305058014753,0.001096752171355473
0.9,0.5,0.3,0.3,0.11119244624949788,0.0015473344327725624
0.9,0.5,0.4,0.4,0.11106564902664404,0.0022920147010746608
0.9,0.5,0.5,0.5,0.11084053511902776,0.003401262151032175
0.9,0.5,0.6,0.6,0.11063014041222943,0.005172029451939082
0.9,0.5,0.7,0.7,0.10988661088908856,0.008657778284541047
0.9,0.5,0.8,0.8,0.10970367815959164,0.012663076772127337
0.9,0.5,0.9,0.9,0.10973229709604927,0.015682355829745996
0.9,0.6,0.001,0.001,0.11136131132747523,0.000520145787090497
0.9,0.6,0.015,0.015,0.11134716305356468,0.0006611733876408517
0.9,0.6,0.1,0.1,0.11131904151315272,0.0008297772831743003
0.9,0.6,0.2,0.2,0.11130516945517754,0.0009702478162763944
0.9,0.6,0.3,0.3,0.11123456512452792,0.0013927559598154488
0.9,0.6,0.4,0.4,0.11110776790167408,0.0020534119801870173
0.9,0.6,0.5,0.5,0.11092464367723408,0.002980144104693644
0.9,0.6,0.6,0.6,0.11072811474969256,0.004568651948043765
0.9,0.6,0.7,0.7,0.11002666024646288,0.007702282854328147
0.9,0.6,0.8,0.8,0.10984343891038416,0.0115103234347475
0.9,0.6,0.9,0.9,0.109886185907958,0.014445224066871334
0.9,0.7,0.001,0.001,0.11138999996260593,0.0004639855571652265
0.9,0.7,0.015,0.015,0.11137585168869536,0.0005910700456129599
0.9,0.7,0.1,0.1,0.1113477301482834,0.0007454975873046165
0.9,0.7,0.2,0.2,0.11134787154322304,0.0008719546674919121
0.9,0.7,0.3,0.3,0.11129135965902212,0.0012377331274302733
0.9,0.7,0.4,0.4,0.11120654205419503,0.0017721105610211012
0.9,0.7,0.5,0.5,0.11102341782975504,0.002558519096032729
0.9,0.7,0.6,0.6,0.11088304039432467,0.0038522526023025963
0.9,0.7,0.7,0.7,0.11028005724905583,0.006507655922355038
0.9,0.7,0.8,0.8,0.10999820766639244,0.009935947792539982
0.9,0.7,0.9,0.9,0.11001289232091377,0.012632336054186843
0.9,0.8,0.001,0.001,0.11139028150222967,0.00029530696940389847
0.9,0.8,0.015,0.015,0.11137613322831907,0.00033750181438813444
0.9,0.8,0.1,0.1,0.11137613322831907,0.0003793991813744872
0.9,0.8,0.2,0.2,0.11136219011621648,0.00046350692505080037
0.9,0.8,0.3,0.3,0.11133400916728446,0.0005898028743142612
0.9,0.8,0.4,0.4,0.11126340774593038,0.0008567475478629652
0.9,0.8,0.5,0.5,0.11112250254642984,0.0013213269468455384
0.9,0.8,0.6,0.6,0.11101011279717388,0.00219378993246857
0.9,0.8,0.7,0.7,0.1105054108289187,0.0040342032165207615
0.9,0.8,0.8,0.8,0.11022360607533396,0.00662049718706457
0.9,0.8,0.9,0.9,0.11025182695206899,0.00889527267282712
0.9,0.9,0.001,0.001,0.11115279703532747,0.00014061231834764255
0.9,0.9,0.015,0.015,0.11115279703532747,0.00014061231834764255
0.9,0.9,0.1,0.1,0.11115279703532747,0.00015447809760443682
0.9,0.9,0.2,0.2,0.11115279703532747,0.0002105621884853661
0.9,0.9,0.3,0.3,0.11113869266297204,0.00023860967294341758
0.9,0.9,0.4,0.4,0.1111106027731152,0.000280642674902898
0.9,0.9,0.5,0.5,0.11111060674393697,0.00036511572528523297
0.9,0.9,0.6,0.6,0.11099772171525876,0.0006609888371026985
0.9,0.9,0.7,0.7,0.1107173643437992,0.0016310184046618922
0.9,0.9,0.8,0.8,0.11068839625166224,0.0028800803116328802
0.9,0.9,0.9,0.9,0.11084290997811712,0.004325873733734211
