NIT,SXT,CIP,LVX,iat_prop,broad_prop
0.2,0.3,0.015,0.015,0.12087871149535664,0.012489641424369046
0.2,0.3,0.1,0.1,0.1191493914465908,0.03786338199400272
0.2,0.3,0.2,0.2,0.1161118378047906,0.07465883535424303
0.2,0.3,0.3,0.3,0.11072686361422043,0.1528958045887918
0.2,0.3,0.4,0.4,0.10461193952684286,0.2339707092283522
0.2,0.3,0.5,0.5,0.09923933865127137,0.3029391147411046
0.2,0.3,0.6,0.6,0.09610321262175006,0.3578737747271675
0.2,0.3,0.7,0.7,0.09347900671039401,0.3989903969322676
0.2,0.3,0.8,0.8,0.09394354392669907,0.42364361539458617
0.2,0.3,0.9,0.9,0.0956181303097878,0.433686586044103
0.2,0.4,0.001,0.001,0.1258571016064247,0.002571420154045121
0.2,0.4,0.015,0.015,0.12561753110236054,0.0070168407003363895
0.2,0.4,0.1,0.1,0.12469048301306444,0.020170255077356158
0.2,0.4,0.2,0.2,0.12314258165990816,0.040602700333829865
0.2,0.4,0.3,0.3,0.11851880638862422,0.1079734420903666
0.2,0.4,0.4,0.4,0.1131069696229999,0.17912287150481926
0.2,0.4,0.5,0.5,0.10800156269865133,0.239331533894094
0.2,0.4,0.6,0.6,0.105457326862848,0.28339377575950075
0.2,0.4,0.7,0.7,0.10314082991130602,0.3186732586133221
0.2,0.4,0.8,0.8,0.1037181999805202,0.3415132989630216
0.2,0.4,0.9,0.9,0.10540627828318813,0.3510641224588331
0.2,0.5,0.001,0.001,0.1311018316505183,0.0015597202251543649
0.2,0.5,0.015,0.015,0.13096122888053735,0.004343577041000668
0.2,0.5,0.1,0.1,0.1303849300598268,0.012109564422972549
0.2,0.5,0.2,0.2,0.1294132199615216,0.025657384044847485
0.2,0.5,0.3,0.3,0.12587142438561447,0.0762580695358818
0.2,0.5,0.4,0.4,0.12154247143918046,0.13280786331528271
0.2,0.5,0.5,0.5,0.11740875224900628,0.18032724717855456
0.2,0.5,0.6,0.6,0.11573550170588545,0.21347269803107208
0.2,0.5,0.7,0.7,0.1141360309675407,0.2399601921279068
0.2,0.5,0.8,0.8,0.1147567666340699,0.26028343242532703
0.2,0.5,0.9,0.9,0.11633224713713901,0.2694399331251312
0.2,0.6,0.001,0.001,0.13726902056791238,0.0012506718594196575
0.2,0.6,0.015,0.015,0.13710011078856116,0.003065080159208977
0.2,0.6,0.1,0.1,0.1367490502218293,0.008340281005171183
0.2,0.6,0.2,0.2,0.13628453074279553,0.016527723968654283
0.2,0.6,0.3,0.3,0.13442762125615226,0.04342608564823593
0.2,0.6,0.4,0.4,0.13149170392842638,0.08153354880066982
0.2,0.6,0.5,0.5,0.12865115067377791,0.11725950981658904
0.2,0.6,0.6,0.6,0.12720288643087613,0.14483890426719528
0.2,0.6,0.7,0.7,0.12574346763144298,0.16738811637111542
0.2,0.6,0.8,0.8,0.12628003255051912,0.18629349772231604
0.2,0.6,0.9,0.9,0.12782761004194315,0.1951406398454502
0.2,0.7,0.001,0.001,0.14500464724464696,0.0009555506059905236
0.2,0.7,0.015,0.015,0.1449343799678154,0.002010784628294681
0.2,0.7,0.1,0.1,0.14475188676794434,0.005260246463437979
0.2,0.7,0.2,0.2,0.14452631474540864,0.010181111982887249
0.2,0.7,0.3,0.3,0.14334539662438567,0.02346342561032841
0.2,0.7,0.4,0.4,0.1412934779865278,0.04326293826580596
0.2,0.7,0.5,0.5,0.13942209075973155,0.06457167648176522
0.2,0.7,0.6,0.6,0.1383259470154361,0.08391192866648832
0.2,0.7,0.7,0.7,0.13721783588257758,0.101332777686944
0.2,0.7,0.8,0.8,0.1375580589773266,0.11778006314747025
0.2,0.7,0.9,0.9,0.1390216672297447,0.12602419256341518
0.2,0.8,0.001,0.001,0.15285409302445546,0.0006040821379005946
0.2,0.8,0.015,0.015,0.15278367641327778,0.0010399758165172603
0.2,0.8,0.1,0.1,0.15272751435876836,0.002757006182724345
0.2,0.8,0.2,0.2,0.15262858375483862,0.005118098500109013
0.2,0.8,0.3,0.3,0.1519401991856869,0.010516273348336694
0.2,0.8,0.4,0.4,0.15112430178440847,0.01861860574805492
0.2,0.8,0.5,0.5,0.14981530664807766,0.02878125544642012
0.2,0.8,0.6,0.6,0.14909815463670226,0.03900646791307337
0.2,0.8,0.7,0.7,0.14863570877799082,0.048778422628537633
0.2,0.8,0.8,0.8,0.14888977832548095,0.05985721667739526
0.2,0.8,0.9,0.9,0.15029592862395544,0.06679649055897842
0.2,0.9,0.001,0.001,0.15969083302743353,0.0002107012467299291
0.2,0.9,0.015,0.015,0.15966265607617966,0.0003795850791910043
0.2,0.9,0.1,0.1,0.15966267574142373,0.0007455691704327012
0.2,0.9,0.2,0.2,0.15969061015785066,0.0013921008539848605
0.2,0.9,0.3,0.3,0.15956477475285316,0.0026569859125562018
0.2,0.9,0.4,0.4,0.1592135626144563,0.004358376054709276
0.2,0.9,0.5,0.5,0.1589600551150583,0.00670555669369628
0.2,0.9,0.6,0.6,0.1585521573371264,0.009727664548239754
0.2,0.9,0.7,0.7,0.1583845371317225,0.014494404893774397
0.2,0.9,0.8,0.8,0.15853916375794802,0.01865368217794691
0.2,0.9,0.9,0.9,0.15983270660976898,0.02342989664132792
0.3,0.001,0.001,0.001,0.11192553072564099,0.008595151781516566
0.3,0.001,0.015,0.015,0.11067222063772968,0.027778151450243392
0.3,0.001,0.1,0.1,0.10600285328771766,0.0935078007003111
0.3,0.001,0.2,0.2,0.10084418124577847,0.15899581534887022
0.3,0.001,0.3,0.3,0.09485283979572226,0.2409214851581569
0.3,0.001,0.4,0.4,0.08759590364484593,0.3283440867316464
0.3,0.001,0.5,0.5,0.08137954562376394,0.40391823157448015
0.3,0.001,0.6,0.6,0.07706288993432328,0.4712080986076623
0.3,0.001,0.7,0.7,0.0733398358677355,0.5223420676630914
0.3,0.001,0.8,0.8,0.07362301920348269,0.5489801387857799
0.3,0.001,0.9,0.9,0.07563529907036247,0.5599495848721111
0.3,0.015,0.001,0.001,0.1115044592553638,0.007709886612677654
0.3,0.015,0.015,0.015,0.11026525353980787,0.02632958506835104
0.3,0.015,0.1,0.1,0.1057083876261461,0.0906535183939786
0.3,0.015,0.2,0.2,0.10073251366611673,0.15489171411646305
0.3,0.015,0.3,0.3,0.09498017016711137,0.2351014952712932
0.3,0.015,0.4,0.4,0.0879198507646801,0.32063790513915563
0.3,0.015,0.5,0.5,0.08188716152460676,0.3943148912254592
0.3,0.015,0.6,0.6,0.07771043069902013,0.4581179267446821
0.3,0.015,0.7,0.7,0.07431115597727192,0.5061407590444997
0.3,0.015,0.8,0.8,0.07472048485003575,0.5320481862599031
0.3,0.015,0.9,0.9,0.0762970412127314,0.5423570293066572
0.3,0.1,0.001,0.001,0.11243296661505804,0.006357658067244315
0.3,0.1,0.015,0.015,0.11140531986124956,0.022179140948745544
0.3,0.1,0.1,0.1,0.10758093604553094,0.07551869085320198
0.3,0.1,0.2,0.2,0.10332015626908272,0.13071822165850794
0.3,0.1,0.3,0.3,0.09836958701764638,0.20350433512805127
0.3,0.1,0.4,0.4,0.09221006332103653,0.28112600641884355
0.3,0.1,0.5,0.5,0.08669694828941019,0.3500601979028274
0.3,0.1,0.6,0.6,0.08297209538828706,0.4085591200542095
0.3,0.1,0.7,0.7,0.08010756693524923,0.4525441394817187
0.3,0.1,0.8,0.8,0.0805872762350675,0.4774660997168314
0.3,0.1,0.9,0.9,0.08206498356818852,0.4874657330509141
0.3,0.2,0.001,0.001,0.11536095399132948,0.005174172481983328
0.3,0.2,0.015,0.015,0.11467064323847015,0.017083394233111927
0.3,0.2,0.1,0.1,0.1119987453954647,0.05353084173362327
0.3,0.2,0.2,0.2,0.10839810333920244,0.09690902616670163
0.3,0.2,0.3,0.3,0.10363072412942703,0.16520583772145192
0.3,0.2,0.4,0.4,0.09783730624488206,0.2379194982894484
0.3,0.2,0.5,0.5,0.0926476508627804,0.3041221516434435
0.3,0.2,0.6,0.6,0.08914741503349154,0.3596834262413461
0.3,0.2,0.7,0.7,0.08638137286794842,0.40162849661075495
0.3,0.2,0.8,0.8,0.08686111775771405,0.425929937839632
0.3,0.2,0.9,0.9,0.08836704994132223,0.4358595866251044
0.3,0.3,0.001,0.001,0.11786768368454185,0.00389308168418999
0.3,0.3,0.015,0.015,0.1174309483451077,0.011267205104006698
0.3,0.3,0.1,0.1,0.11595448136656905,0.03178930688308468
0.3,0.3,0.2,0.2,0.11339544764436164,0.06093111924222085
0.3,0.3,0.3,0.3,0.10926094964432716,0.12171783264202225
0.3,0.3,0.4,0.4,0.10398791995461958,0.18781177234753887
0.3,0.3,0.5,0.5,0.0992058340202323,0.24801743013256
0.3,0.3,0.6,0.6,0.09626662124650323,0.2983961777963216
0.3,0.3,0.7,0.7,0.09367000727798708,0.3370242203439911
0.3,0.3,0.8,0.8,0.09417672975655714,0.36034278783499546
0.3,0.3,0.9,0.9,0.09572463353960267,0.37006203065851856
0.3,0.4,0.001,0.001,0.12156753483902202,0.0024590199438458034
0.3,0.4,0.015,0.015,0.12139803601757253,0.006355996566346026
0.3,0.4,0.1,0.1,0.1205689348885872,0.01707641111371079
0.3,0.4,0.2,0.2,0.11928819961202927,0.03307822425773595
0.3,0.4,0.3,0.3,0.11573182207075773,0.08509425671009023
0.3,0.4,0.4,0.4,0.11109172238329934,0.14287929144390615
0.3,0.4,0.5,0.5,0.10661901472187066,0.19554756791963995
0.3,0.4,0.6,0.6,0.10422893436029468,0.23588335143697264
0.3,0.4,0.7,0.7,0.10192601589867774,0.2690254576350564
0.3,0.4,0.8,0.8,0.10254543125116007,0.29060080184582315
0.3,0.4,0.9,0.9,0.10409304674260914,0.29988420678834204
0.3,0.5,0.001,0.001,0.12549077128879,0.001489420539001835
0.3,0.5,0.015,0.015,0.12539218574878971,0.003992187669333677
0.3,0.5,0.1,0.1,0.12488625172904948,0.010379198795508441
0.3,0.5,0.2,0.2,0.12406921704143588,0.02090165566034102
0.3,0.5,0.3,0.3,0.12114517652881047,0.0610373681524841
0.3,0.5,0.4,0.4,0.1173631366971218,0.10723244209596336
0.3,0.5,0.5,0.5,0.11374882106914595,0.1490274784458257
0.3,0.5,0.6,0.6,0.11220175113037792,0.17938907472347293
0.3,0.5,0.7,0.7,0.11062990841722163,0.20434418373345808
0.3,0.5,0.8,0.8,0.11126442056672843,0.2235014173054685
0.3,0.5,0.9,0.9,0.11269943825857873,0.23240480151147666
0.3,0.6,0.001,0.001,0.13034845248614496,0.0011803721732671275
0.3,0.6,0.015,0.015,0.1302215599367744,0.002868163759748893
0.3,0.6,0.1,0.1,0.12991273469566672,0.007327160369974006
0.3,0.6,0.2,0.2,0.1294621200031331,0.014416660883319584
0.3,0.6,0.3,0.3,0.1278871738844342,0.03793897448778977
0.3,0.6,0.4,0.4,0.12528656384309753,0.07016443987744443
0.3,0.6,0.5,0.5,0.12276850799570628,0.1020516868314392
0.3,0.6,0.6,0.6,0.12141817410889855,0.12732425585916676
0.3,0.6,0.7,0.7,0.1199862340003078,0.14852405358446222
0.3,0.6,0.8,0.8,0.12055067977471698,0.1662775325826084
0.3,0.6,0.9,0.9,0.1219577944549222,0.1748715582119465
0.3,0.7,0.001,0.001,0.1368312327936351,0.0009414581595418199
0.3,0.7,0.015,0.015,0.13676096551680356,0.001954575680091288
0.3,0.7,0.1,0.1,0.1365925860487709,0.0046828959522993005
0.3,0.7,0.2,0.2,0.13636694201789246,0.009096834418401836
0.3,0.7,0.3,0.3,0.13532659181081305,0.021241120756479263
0.3,0.7,0.4,0.4,0.133442447814901,0.038806536024739414
0.3,0.7,0.5,0.5,0.13173937852057244,0.058132628497294114
0.3,0.7,0.6,0.6,0.13074077229106712,0.07593819695460231
0.3,0.7,0.7,0.7,0.12964626637513316,0.09224779784739512
0.3,0.7,0.8,0.8,0.1300285105967084,0.10764134618518004
0.3,0.7,0.9,0.9,0.13135165603790772,0.11563235910732896
0.3,0.8,0.001,0.001,0.14401950729718227,0.0005899896914518913
0.3,0.8,0.015,0.015,0.14394909068600462,0.0009977099804164894
0.3,0.8,0.1,0.1,0.14390704236333354,0.002404403336802509
0.3,0.8,0.2,0.2,0.14382221610490287,0.004554469518206011
0.3,0.8,0.3,0.3,0.14319006466054726,0.009489091921866612
0.3,0.8,0.4,0.4,0.14243036180809435,0.016832097467798044
0.3,0.8,0.5,0.5,0.14121961964208968,0.026124061013713968
0.3,0.8,0.6,0.6,0.1405859199752935,0.035391924889765544
0.3,0.8,0.7,0.7,0.14008112992398686,0.044545297215355835
0.3,0.8,0.8,0.8,0.1403632916421677,0.05489315403559256
0.3,0.8,0.9,0.9,0.14162897912942335,0.06160744917007975
0.3,0.9,0.001,0.001,0.15001077983490596,0.0001966088002812256
0.3,0.9,0.015,0.015,0.1499826028836521,0.0003373192430902333
0.3,0.9,0.1,0.1,0.14998262254889613,0.0006047114702445902
0.3,0.9,0.2,0.2,0.1500246494117718,0.0011808134471082287
0.3,0.9,0.3,0.3,0.14991284712493316,0.0023331002836980445
0.3,0.9,0.4,0.4,0.14960356291308813,0.0038661004807853615
0.3,0.9,0.5,0.5,0.149420521975441,0.006016178010105888
0.3,0.9,0.6,0.6,0.14899839035835774,0.008785160253740891
0.3,0.9,0.7,0.7,0.14880260231420056,0.013187127685345095
0.3,0.9,0.8,0.8,0.14899960602894002,0.01713556254913031
0.3,0.9,0.9,0.9,0.15015261898176413,0.021728972799715675
0.4,0.001,0.001,0.001,0.11196753456159103,0.007356627312440189
0.4,0.001,0.015,0.015,0.1110656943918465,0.02088487140610635
0.4,0.001,0.1,0.1,0.1078736835068029,0.0623949464188179
0.4,0.001,0.2,0.2,0.10396583280980412,0.10620475740946543
0.4,0.001,0.3,0.3,0.09894574576372994,0.16703219540547526
0.4,0.001,0.4,0.4,0.092983732106142,0.23476044299186266
0.4,0.001,0.5,0.5,0.08773735595795522,0.2984511863589552
0.4,0.001,0.6,0.6,0.08360271813223552,0.35869769567633336
0.4,0.001,0.7,0.7,0.0801471991885053,0.4053738571567507
0.4,0.001,0.8,0.8,0.08048632425107315,0.4303105285963163
0.4,0.001,0.9,0.9,0.08226006760848095,0.4408447361876561
0.4,0.015,0.001,0.001,0.11162989912621987,0.006499416596235257
0.4,0.015,0.015,0.015,0.11074216332883076,0.019661337460305302
0.4,0.015,0.1,0.1,0.10764860498999976,0.060117016001259585
0.4,0.015,0.2,0.2,0.10390947579833418,0.10290163260008996
0.4,0.015,0.3,0.3,0.09907233051764833,0.1622520795447025
0.4,0.015,0.4,0.4,0.09327894949668364,0.2283195590738972
0.4,0.015,0.5,0.5,0.08818813623014203,0.2903239797329084
0.4,0.015,0.6,0.6,0.08419371630545866,0.3474496899787909
0.4,0.015,0.7,0.7,0.08106175003937613,0.3913385080905604
0.4,0.015,0.8,0.8,0.08152702063896057,0.4155723522088614
0.4,0.015,0.9,0.9,0.0829212568791536,0.4255302709278688
0.4,0.1,0.001,0.001,0.11185598133098787,0.005583585841086654
0.4,0.1,0.015,0.015,0.11110947706781656,0.01716981734940199
0.4,0.1,0.1,0.1,0.10850889848466094,0.051168877606109636
0.4,0.1,0.2,0.2,0.10526052999753158,0.08820447094822911
0.4,0.1,0.3,0.3,0.10104166811818883,0.14205967791442253
0.4,0.1,0.4,0.4,0.09600746580293276,0.20200279982450914
0.4,0.1,0.5,0.5,0.09139406816666874,0.2598411738854443
0.4,0.1,0.6,0.6,0.08779495468239337,0.3122961479427705
0.4,0.1,0.7,0.7,0.08515537713864921,0.3525131650098857
0.4,0.1,0.8,0.8,0.08569102816528812,0.3758178773267272
0.4,0.1,0.9,0.9,0.08701462417673404,0.38549479513389096
0.4,0.2,0.001,0.001,0.11337867922373684,0.004709828776274718
0.4,0.2,0.015,0.015,0.11282890671530064,0.013733392824587487
0.4,0.2,0.1,0.1,0.11086074575183276,0.03957359736746779
0.4,0.2,0.2,0.2,0.10807551445169096,0.07050770591962373
0.4,0.2,0.3,0.3,0.10402567231200556,0.12102618937092954
0.4,0.2,0.4,0.4,0.09924529976138399,0.1771722105469352
0.4,0.2,0.5,0.5,0.09489924179525737,0.2328415169627817
0.4,0.2,0.6,0.6,0.09152480850647804,0.28262593262158553
0.4,0.2,0.7,0.7,0.08898371725022862,0.3208732394488231
0.4,0.2,0.8,0.8,0.08951940386681488,0.3436136120625348
0.4,0.2,0.9,0.9,0.09087122472874798,0.35322054532108826
0.4,0.3,0.001,0.001,0.1149132122907676,0.0036681808817544174
0.4,0.3,0.015,0.015,0.11458866228510987,0.009621361125987287
0.4,0.3,0.1,0.1,0.11344999140119055,0.025557900091863442
0.4,0.3,0.2,0.2,0.11128465492197516,0.04769784177628513
0.4,0.3,0.3,0.3,0.10778333746745528,0.0925196748194588
0.4,0.3,0.4,0.4,0.1034391186417956,0.14329695429353814
0.4,0.3,0.5,0.5,0.09947261248327158,0.1940082445355633
0.4,0.3,0.6,0.6,0.09663124568503463,0.239171908183905
0.4,0.3,0.7,0.7,0.09428768455435384,0.27441137508272817
0.4,0.3,0.8,0.8,0.0948364752858267,0.2962247174504172
0.4,0.3,0.9,0.9,0.09624436019364588,0.30563533719346997
0.4,0.4,0.001,0.001,0.11783958291124336,0.002374606246616023
0.4,0.4,0.015,0.015,0.11768397184442833,0.005680955351013654
0.4,0.4,0.1,0.1,0.11700944765647865,0.01431764597150424
0.4,0.4,0.2,0.2,0.11579861940362995,0.026621926777975983
0.4,0.4,0.3,0.3,0.11279081555474693,0.06466827941663326
0.4,0.4,0.4,0.4,0.1089809429852238,0.10862688539355364
0.4,0.4,0.5,0.5,0.10529561105103376,0.1526317380585567
0.4,0.4,0.6,0.6,0.10300372038791536,0.1887923876789908
0.4,0.4,0.7,0.7,0.10091132599159328,0.21898166049171425
0.4,0.4,0.8,0.8,0.10157280959697836,0.23909396204616504
0.4,0.4,0.9,0.9,0.10298040621320108,0.2480826870203162
0.4,0.5,0.001,0.001,0.12060793307401635,0.0014473200149550474
0.4,0.5,0.015,0.015,0.12052329064611868,0.003626994015555636
0.4,0.5,0.1,0.1,0.12014371682718004,0.008845951053444105
0.4,0.5,0.2,0.2,0.11931247374718072,0.01696379380348289
0.4,0.5,0.3,0.3,0.11688094995218573,0.04685437143166903
0.4,0.5,0.4,0.4,0.1136900072572629,0.08224956999686364
0.4,0.5,0.5,0.5,0.11066580703015913,0.11703966687323294
0.4,0.5,0.6,0.6,0.10925923563564306,0.14411230498498356
0.4,0.5,0.7,0.7,0.10784210513426762,0.1669586392135273
0.4,0.5,0.8,0.8,0.1085185101204574,0.18482164379056995
0.4,0.5,0.9,0.9,0.10982765721099187,0.19344449630212104
0.4,0.6,0.001,0.001,0.12396400778564685,0.0011664290611645065
0.4,0.6,0.015,0.015,0.12385105834837888,0.00268536294785053
0.4,0.6,0.1,0.1,0.12364038053866053,0.006440468930744968
0.4,0.6,0.2,0.2,0.12323179628516966,0.012151385252875156
0.4,0.6,0.3,0.3,0.12183991920357698,0.031413980524829466
0.4,0.6,0.4,0.4,0.11954947308465347,0.05780014885718359
0.4,0.6,0.5,0.5,0.11739699048512668,0.08435740346650343
0.4,0.6,0.6,0.6,0.11618678889001074,0.10700175322834396
0.4,0.6,0.7,0.7,0.1148531911872552,0.1263880513343057
0.4,0.6,0.8,0.8,0.1154595297983474,0.14294575055226474
0.4,0.6,0.9,0.9,0.11674077387723678,0.1512875971948293
0.4,0.7,0.001,0.001,0.12912401339485907,0.0009275150474391988
0.4,0.7,0.015,0.015,0.1290676892301301,0.001870339249333362
0.4,0.7,0.1,0.1,0.12898358371956894,0.004232300745038919
0.4,0.7,0.2,0.2,0.1287438697580095,0.00781719327485845
0.4,0.7,0.3,0.3,0.1278159622683799,0.01827704081167006
0.4,0.7,0.4,0.4,0.12605935505507646,0.033380835208258366
0.4,0.7,0.5,0.5,0.12463731158645587,0.0499646568862631
0.4,0.7,0.6,0.6,0.1237087397017108,0.06587315976830453
0.4,0.7,0.7,0.7,0.12269863307950946,0.08070523389563489
0.4,0.7,0.8,0.8,0.12312277013776768,0.09509954417341317
0.4,0.7,0.9,0.9,0.1243341493500066,0.10285248248114398
0.4,0.8,0.001,0.001,0.13518646978700571,0.0005760465793492699
0.4,0.8,0.015,0.015,0.13511605317582806,0.0009555382021731273
0.4,0.8,0.1,0.1,0.13511610833556315,0.002150780210837856
0.4,0.8,0.2,0.2,0.13504529553004732,0.003991602223621989
0.4,0.8,0.3,0.3,0.13448332500842558,0.008279341351034563
0.4,0.8,0.4,0.4,0.1337802831760906,0.014764215869592553
0.4,0.8,0.5,0.5,0.13273824960033834,0.02274928617718341
0.4,0.8,0.6,0.6,0.13214673163161528,0.031034454916010094
0.4,0.8,0.7,0.7,0.13171231152439802,0.03947038459963369
0.4,0.8,0.8,0.8,0.13199405275314768,0.049142426665167306
0.4,0.8,0.9,0.9,0.13316205455213573,0.05567491019516365
0.4,0.9,0.001,0.001,0.14036136044959208,0.0001966088002812256
0.4,0.9,0.015,0.015,0.1403331834983382,0.0003373192430902333
0.4,0.9,0.1,0.1,0.14033320316358228,0.0005057430897496279
0.4,0.9,0.2,0.2,0.1403752300264579,0.0009694303908906637
0.4,0.9,0.3,0.3,0.14026342773961928,0.002008942133078887
0.4,0.9,0.4,0.4,0.13995422252130812,0.0033591668387210954
0.4,0.9,0.5,0.5,0.13978556755055066,0.005255856371884247
0.4,0.9,0.6,0.6,0.139377242018227,0.007730635074912019
0.4,0.9,0.7,0.7,0.13916728612397344,0.011837053297116415
0.4,0.9,0.8,0.8,0.13935016554492755,0.01553187299478654
0.4,0.9,0.9,0.9,0.14041935858874086,0.019999400055686636
0.5,0.001,0.001,0.001,0.11212218143237992,0.005821941010764366
0.5,0.001,0.015,0.015,0.11144561811990104,0.014255126654823666
0.5,0.001,0.1,0.1,0.10932224467534354,0.037988400389751084
0.5,0.001,0.2,0.2,0.10656734183334167,0.06509217843985203
0.5,0.001,0.3,0.3,0.10282676937391512,0.10691356641228192
0.5,0.001,0.4,0.4,0.0983716429021288,0.15600966231389024
0.5,0.001,0.5,0.5,0.09409381771610534,0.20651378763999895
0.5,0.001,0.6,0.6,0.09038216968576378,0.25755090486646776
0.5,0.001,0.7,0.7,0.08692638452801553,0.29871576373781983
0.5,0.001,0.8,0.8,0.08726385844823309,0.32126406941880786
0.5,0.001,0.9,0.9,0.08874302253810781,0.3311244765145989
0.5,0.015,0.001,0.001,0.11192525517669416,0.005035077442339686
0.5,0.015,0.015,0.015,0.11126279623657072,0.013172426768169654
0.5,0.015,0.1,0.1,0.10923787533822578,0.036090169073942704
0.5,0.015,0.2,0.2,0.1066374618208569,0.06233702407140676
0.5,0.015,0.3,0.3,0.10300943163045792,0.10301903940995727
0.5,0.015,0.4,0.4,0.09868065162397648,0.1507085622958334
0.5,0.015,0.5,0.5,0.09450227364564537,0.19976555541231425
0.5,0.015,0.6,0.6,0.09093086343777004,0.2481319890183257
0.5,0.015,0.7,0.7,0.08784106427489523,0.2869313971646178
0.5,0.015,0.8,0.8,0.08830468373212944,0.3088190105176679
0.5,0.015,0.9,0.9,0.08944611697816386,0.3182011406650414
0.5,0.1,0.001,0.001,0.11184159156097348,0.0043873827509591295
0.5,0.1,0.015,0.015,0.11127816242309987,0.011624543682521624
0.5,0.1,0.1,0.1,0.10959154966093873,0.03103868821557313
0.5,0.1,0.2,0.2,0.1073277973027862,0.053967483078083175
0.5,0.1,0.3,0.3,0.10419138470310976,0.09088245215169184
0.5,0.1,0.4,0.4,0.10042411900888908,0.13435050751491198
0.5,0.1,0.5,0.5,0.09656916764521542,0.18015671034857947
0.5,0.1,0.6,0.6,0.09333682600128117,0.224597147814361
0.5,0.1,0.7,0.7,0.09069741794710284,0.26004725417538943
0.5,0.1,0.8,0.8,0.09121724147754967,0.2810339609709595
0.5,0.1,0.9,0.9,0.09228803449483704,0.29013509020648937
0.5,0.2,0.001,0.001,0.11237719193034587,0.003809769376380089
0.5,0.2,0.015,0.015,0.1119401422561042,0.009835216880458988
0.5,0.2,0.1,0.1,0.11070307872993264,0.025802907239448083
0.5,0.2,0.2,0.2,0.10864943597915702,0.0456526830227436
0.5,0.2,0.3,0.3,0.10562568094381833,0.08024468634749787
0.5,0.2,0.4,0.4,0.10201410365171457,0.12095604092929828
0.5,0.2,0.5,0.5,0.09837024817854073,0.16512752612673692
0.5,0.2,0.6,0.6,0.09526420455205094,0.2075295119402587
0.5,0.2,0.7,0.7,0.09272328278536733,0.2413760516774495
0.5,0.2,0.8,0.8,0.09324322519982764,0.2618265840633941
0.5,0.2,0.9,0.9,0.09434224306760218,0.2708577287503137
0.5,0.3,0.001,0.001,0.1128996296640472,0.0031621793229751967
0.5,0.3,0.015,0.015,0.11260325478564152,0.00751093792216942
0.5,0.3,0.1,0.1,0.11188594687202788,0.018203381169117155
0.5,0.3,0.2,0.2,0.11018515035613627,0.0335079421702671
0.5,0.3,0.3,0.3,0.10745687943289904,0.06455369798114217
0.5,0.3,0.4,0.4,0.10414083992461506,0.10127398880044527
0.5,0.3,0.5,0.5,0.10084838708988507,0.14145542871428585
0.5,0.3,0.6,0.6,0.0982191308174341,0.17993805177504132
0.5,0.3,0.7,0.7,0.09587572816379683,0.21104384615470265
0.5,0.3,0.8,0.8,0.09639490891388694,0.2306091564297149
0.5,0.3,0.9,0.9,0.09753594193740987,0.2394580364912715
0.5,0.4,0.001,0.001,0.11464592026287534,0.0021357430570900088
0.5,0.4,0.015,0.015,0.11450468159636913,0.004653940461377164
0.5,0.4,0.1,0.1,0.11411089949563842,0.010802713110699231
0.5,0.4,0.2,0.2,0.11312560959775235,0.019690524226726663
0.5,0.4,0.3,0.3,0.11073487691705963,0.04618518698798113
0.5,0.4,0.4,0.4,0.1079247887722189,0.07763132282606837
0.5,0.4,0.5,0.5,0.10485736373847687,0.1124417945199007
0.5,0.4,0.6,0.6,0.10273482317924372,0.14327228251584714
0.5,0.4,0.7,0.7,0.1006286488972457,0.16994653018432196
0.5,0.4,0.8,0.8,0.1012466365320374,0.1879511213947877
0.5,0.4,0.9,0.9,0.10241550673067808,0.19640623215415687
0.5,0.5,0.001,0.001,0.11623473686559402,0.0013487781087291218
0.5,0.5,0.015,0.015,0.11616410789061116,0.0030221389287274124
0.5,0.5,0.1,0.1,0.11592471346347592,0.006778123744961393
0.5,0.5,0.2,0.2,0.11523423209218685,0.012673761847979276
0.5,0.5,0.3,0.3,0.11334892055648665,0.03351567436843318
0.5,0.5,0.4,0.4,0.11103061238268744,0.05870417133178516
0.5,0.5,0.5,0.5,0.10847032420327836,0.08622679870647808
0.5,0.5,0.6,0.6,0.10716263783093807,0.10939089242756952
0.5,0.5,0.7,0.7,0.10574591102225336,0.12963656349763492
0.5,0.5,0.8,0.8,0.10637882003784974,0.1454619745345656
0.5,0.5,0.9,0.9,0.10746325416371702,0.15359332027785705
0.5,0.6,0.001,0.001,0.11842625242145358,0.0010819915272940104
0.5,0.6,0.015,0.015,0.11835534802482996,0.0023053611853996203
0.5,0.6,0.1,0.1,0.11822879342348955,0.005047799147632796
0.5,0.6,0.2,0.2,0.11783441955207345,0.009296385810302486
0.5,0.6,0.3,0.3,0.11663894830733645,0.02375092849939648
0.5,0.6,0.4,0.4,0.11491087600052335,0.043484248039726656
0.5,0.6,0.5,0.5,0.11305349148410535,0.06457372439927803
0.5,0.6,0.6,0.6,0.11192819346034052,0.0840542138612949
0.5,0.6,0.7,0.7,0.1106090760268523,0.10113553153734127
0.5,0.6,0.8,0.8,0.1111859952439276,0.11571188465662385
0.5,0.6,0.9,0.9,0.11224252635814982,0.12357634882471408
0.5,0.7,0.001,0.001,0.1223773710946238,0.0008712823480467759
0.5,0.7,0.015,0.015,0.1223351354055218,0.0016449957171466088
0.5,0.7,0.1,0.1,0.12230697615208468,0.003374284751878947
0.5,0.7,0.2,0.2,0.1220813259058976,0.0062141265167749826
